,group,variable,value,articles
1781,2018-05,2007,1,Ignore the hype over big tech. Its products are mostly useless | John Harris
1782,2018-05,2008,3,Incredible Edible: Yorkshire town's food-growing scheme takes root worldwide<br><br>Rise of robots threatens to terminate the UK call-centre workforce<br><br>Almost half of Australian big business moving to renewables
1783,2018-05,2009,1,Halogen light bulbs could disappear from Australian stores within two years
1784,2018-05,2010,4,Why Silicon Valley cant fix itself<br><br>Scientists to grow 'mini-brains' using Neanderthal DNA<br><br>London hospitals to replace doctors and nurses with AI for some tasks<br><br>Halogen light bulbs could disappear from Australian stores within two years
1785,2018-05,2011,1,Why Silicon Valley cant fix itself
1786,2018-05,2012,3,Bill McKibben: 'Theres clearly money to be made from sun and wind'<br><br>Halogen light bulbs could disappear from Australian stores within two years<br><br>Maglev trains: why aren't we gliding home on hovering carriages?
1787,2018-05,2013,4,Bill McKibben: 'Theres clearly money to be made from sun and wind'<br><br>Future sailors: what will ships look like in 30 years?<br><br>New law to tackle electric cars silent menace to pedestrians<br><br>Incredible Edible: Yorkshire town's food-growing scheme takes root worldwide
1788,2018-05,2014,1,SpotMini: headless robotic dog to go on sale in 2019
1789,2018-05,2015,8,"Shift to renewables would save Australians $20bn a year  report<br><br>Future sailors: what will ships look like in 30 years?<br><br>Why Silicon Valley cant fix itself<br><br>Apple, Microsoft and Uber test drones approved but Amazon left out in cold<br><br>New moon mission will not distract from effort to reach Mars, Nasa boss says<br><br>Jetpacks: why aren't we all flying to work?<br><br>Wind power overtakes nuclear for first time in UK across a quarter<br><br>'We can't see a future': group takes EU to court over climate change"
1790,2018-05,2016,10,"Bill McKibben: 'Theres clearly money to be made from sun and wind'<br><br>Smart ticketing system may finally outwit the ruthless touts<br><br>Why Silicon Valley cant fix itself<br><br>Almost half of Australian big business moving to renewables<br><br>SpotMini: headless robotic dog to go on sale in 2019<br><br>Pipe dreams: can 'nano apartments' solve Hong Kong's housing crisis?<br><br>Ignore the hype over big tech. Its products are mostly useless | John Harris<br><br>Employers are monitoring computers, toilet breaks  even emotions. Is your boss watching you?<br><br>Police trial AI software to help process mobile phone evidence<br><br>Halogen light bulbs could disappear from Australian stores within two years"
1791,2018-05,2017,19,"Smart ticketing system may finally outwit the ruthless touts<br><br>Ubers self-driving car saw the pedestrian but didnt swerve  report<br><br>Why Silicon Valley cant fix itself<br><br>Incredible Edible: Yorkshire town's food-growing scheme takes root worldwide<br><br>Use excess wind and solar power to produce hydrogen  report<br><br>Apple, Microsoft and Uber test drones approved but Amazon left out in cold<br><br>New moon mission will not distract from effort to reach Mars, Nasa boss says<br><br>Scientists to grow 'mini-brains' using Neanderthal DNA<br><br>Rise of robots threatens to terminate the UK call-centre workforce<br><br>Inside Shanghai's robot bank: China opens world's first human-free branch<br><br>Almost half of Australian big business moving to renewables<br><br>Jetpacks: why aren't we all flying to work?<br><br>Wind power overtakes nuclear for first time in UK across a quarter<br><br>Pipe dreams: can 'nano apartments' solve Hong Kong's housing crisis?<br><br>London hospitals to replace doctors and nurses with AI for some tasks<br><br>Ignore the hype over big tech. Its products are mostly useless | John Harris<br><br>'We can't see a future': group takes EU to court over climate change<br><br>Employers are monitoring computers, toilet breaks  even emotions. Is your boss watching you?<br><br>Police trial AI software to help process mobile phone evidence"
1792,2018-05,2019,8,"Spacewatch: one step on for space tourism as Bezos rocket lands<br><br>Smart ticketing system may finally outwit the ruthless touts<br><br>New law to tackle electric cars silent menace to pedestrians<br><br>New moon mission will not distract from effort to reach Mars, Nasa boss says<br><br>Rise of robots threatens to terminate the UK call-centre workforce<br><br>Jetpacks: why aren't we all flying to work?<br><br>SpotMini: headless robotic dog to go on sale in 2019<br><br>EU challenges UK to 'race to the top' on plastics reduction"
1793,2018-05,2020,11,"Balearic Islands bank on their sun to kickstart power drive | Adam Vaughan<br><br>New law to tackle electric cars silent menace to pedestrians<br><br>Apple, Microsoft and Uber test drones approved but Amazon left out in cold<br><br>New moon mission will not distract from effort to reach Mars, Nasa boss says<br><br>Inside Shanghai's robot bank: China opens world's first human-free branch<br><br>Almost half of Australian big business moving to renewables<br><br>Pipe dreams: can 'nano apartments' solve Hong Kong's housing crisis?<br><br>Ignore the hype over big tech. Its products are mostly useless | John Harris<br><br>'We can't see a future': group takes EU to court over climate change<br><br>Halogen light bulbs could disappear from Australian stores within two years<br><br>Maglev trains: why aren't we gliding home on hovering carriages?"
1794,2018-05,2021,2,New law to tackle electric cars silent menace to pedestrians<br><br>Rise of robots threatens to terminate the UK call-centre workforce
1795,2018-05,2022,1,Future sailors: what will ships look like in 30 years?
1796,2018-05,2023,1,New labelling helps UK shoppers avoid plastic packaging
1797,2018-05,2024,1,New technology could slash carbon emissions from aluminium production
1798,2018-05,2025,2,Future sailors: what will ships look like in 30 years?<br><br>Balearic Islands bank on their sun to kickstart power drive | Adam Vaughan
1799,2018-05,2028,1,Future sailors: what will ships look like in 30 years?
1800,2018-05,2030,8,"Bill McKibben: 'Theres clearly money to be made from sun and wind'<br><br>Shift to renewables would save Australians $20bn a year  report<br><br>Future sailors: what will ships look like in 30 years?<br><br>Balearic Islands bank on their sun to kickstart power drive | Adam Vaughan<br><br>No death and an enhanced life: Is the future transhuman?<br><br>New law to tackle electric cars silent menace to pedestrians<br><br>The Guardian view on AI in the NHS: a good servant, when its not a bad master | Editorial<br><br>'We can't see a future': group takes EU to court over climate change"
1801,2018-05,2033,1,AI promises a new utopia  but will the workless be welcome? | Benji Lanyado
1802,2018-05,2035,2,Shift to renewables would save Australians $20bn a year  report<br><br>Future sailors: what will ships look like in 30 years?
1803,2018-05,2038,1,Why Silicon Valley cant fix itself
1804,2018-05,2050,2,Future sailors: what will ships look like in 30 years?<br><br>Balearic Islands bank on their sun to kickstart power drive | Adam Vaughan
1818,2018-06,1970,1,Where have all our insects gone?
1819,2018-06,1980,1,Where have all our insects gone?
1820,2018-06,1981,1,Speculative biology: understanding the past and predicting our future
1821,2018-06,1984,1,The robot will see you now: how AI could revolutionise NHS
1822,2018-06,1985,1,"Ex-Nasa scientist: 30 years on, world is failing 'miserably to address climate change"
1823,2018-06,1988,4,"Speculative biology: understanding the past and predicting our future<br><br>Sainsbury's to sell vegan 'fake meats' next to real thing in trial<br><br>Ex-Nasa scientist: 30 years on, world is failing 'miserably to address climate change<br><br>Benefit or burden? The cities trying out universal basic income"
1824,2018-06,1989,1,Where have all our insects gone?
1825,2018-06,1990,1,Speculative biology: understanding the past and predicting our future
1826,2018-06,1992,3,"The robot will see you now: how AI could revolutionise NHS<br><br>Ex-Nasa scientist: 30 years on, world is failing 'miserably to address climate change<br><br>Scientists call for a Paris-style agreement to save life on Earth"
1827,2018-06,1993,2,Teleportation: will it ever be a possibility?<br><br>Scientists call for a Paris-style agreement to save life on Earth
1828,2018-06,1998,1,"Synthetic biology raises risk of new bioweapons, US report warns"
1829,2018-06,1999,2,South Australia rides renewables boom to become electricity exporter | Giles Parkinson<br><br>Charles Mann: The relationship between population and consumption is not straightforward
1830,2018-06,2000,1,South Australia rides renewables boom to become electricity exporter | Giles Parkinson
1831,2018-06,2001,1,The robot will see you now: how AI could revolutionise NHS
1832,2018-06,2007,1,Where have all our insects gone?
1833,2018-06,2008,4,"Edward Snowden: 'The people are still powerless, but now they're aware'<br><br>South Australia rides renewables boom to become electricity exporter | Giles Parkinson<br><br>Benefit or burden? The cities trying out universal basic income<br><br>Scientists call for a Paris-style agreement to save life on Earth"
1834,2018-06,2009,1,The asteroid rush sending 21st-century prospectors into space
1835,2018-06,2010,3,The asteroid rush sending 21st-century prospectors into space<br><br>Benefit or burden? The cities trying out universal basic income<br><br>Scientists call for a Paris-style agreement to save life on Earth
1836,2018-06,2011,3,"Edward Snowden: 'The people are still powerless, but now they're aware'<br><br>Tailoring cancer treatment to genetic profile extends lives, study finds<br><br>Scientists genetically engineer pigs immune to costly disease"
1837,2018-06,2012,2,Speculative biology: understanding the past and predicting our future<br><br>Where have all our insects gone?
1838,2018-06,2013,5,"Edward Snowden: 'The people are still powerless, but now they're aware'<br><br>All eyes on Canada as first G7 nation prepares to make marijuana legal<br><br>The asteroid rush sending 21st-century prospectors into space<br><br>Where have all our insects gone?<br><br>Ex-Nasa scientist: 30 years on, world is failing 'miserably to address climate change"
1839,2018-06,2014,7,"India will abolish all single-use plastic by 2022, vows Narendra Modi<br><br>All eyes on Canada as first G7 nation prepares to make marijuana legal<br><br>Tesla workers say they pay the price for Elon Musk's big promises<br><br>Where have all our insects gone?<br><br>Scientists aim to stop the devastation of  Zika-like pandemics<br><br>Toronto pay-what-you-can store aims to tackle landfills and hunger<br><br>Facebook patents system that can use your phone's mic to monitor TV habits"
